Time,Dia,Mes,Hora,Dia_Semana,Demanda_Residencial,Demanda_VE_L1,Demanda_VE_L2,Demanda_Total_L1,Demanda_Total_L2,Demanda_Total,Estacao,Periodo_Dia,Fim_Semana,VEs_Plugados_L1,VEs_Plugados_L2
2010-01-01 00:00:00,1,1,0,6,1111665.8899999997,5760,19800,1117425.8899999997,1131465.8899999997,1137225.8899999997,4,0,0,1,1
2010-01-01 01:00:00,1,1,1,6,1057864.8699999994,11520,0,1069384.8699999994,1057864.8699999994,1069384.8699999994,4,0,0,1,0
2010-01-01 02:00:00,1,1,2,6,1036166.9700000004,15360,19800,1051526.9700000004,1055966.9700000004,1071326.9700000004,4,0,0,3,2
2010-01-01 03:00:00,1,1,3,6,1064536.91,32640,46200,1097176.91,1110736.91,1143376.91,4,0,0,5,5
2010-01-01 04:00:00,1,1,4,6,1133233.5200000005,23040,6600,1156273.5200000005,1139833.5200000005,1162873.5200000005,4,0,0,3,1
2010-01-01 05:00:00,1,1,5,6,1238767.0200000007,21120,26400,1259887.0200000007,1265167.0200000007,1286287.0200000007,4,0,0,5,2
2010-01-01 06:00:00,1,1,6,6,1473655.1600000006,34560,33000,1508215.1600000006,1506655.1600000006,1541215.1600000006,4,1,0,8,5
2010-01-01 07:00:00,1,1,7,6,1589307.2100000004,40320,79200,1629627.2100000004,1668507.2100000004,1708827.2100000004,4,1,0,13,10
2010-01-01 08:00:00,1,1,8,6,1642261.3999999992,192000,244200,1834261.3999999992,1886461.3999999992,2078461.3999999992,4,1,0,34,22
2010-01-01 09:00:00,1,1,9,6,1788779.9200000006,282240,382800,2071019.9200000009,2171579.920000001,2453819.920000001,4,1,0,46,31
2010-01-01 10:00:00,1,1,10,6,1768978.4500000002,330240,277200,2099218.45,2046178.45,2376418.45,4,1,0,56,30
2010-01-01 11:00:00,1,1,11,6,1700142.9099999997,432000,620400,2132142.91,2320542.91,2752542.91,4,1,0,69,48
2010-01-01 12:00:00,1,1,12,6,1802712.3400000003,599040,838200,2401752.3400000003,2640912.3400000003,3239952.3400000003,4,2,0,100,66
2010-01-01 13:00:00,1,1,13,6,1797483.2500000016,721920,607200,2519403.250000002,2404683.250000002,3126603.250000002,4,2,0,99,50
2010-01-01 14:00:00,1,1,14,6,1866548.8,639360,825000,2505908.8,2691548.8,3330908.8,4,2,0,105,58
2010-01-01 15:00:00,1,1,15,6,1839853.0899999996,691200,752400,2531053.0899999994,2592253.0899999994,3283453.0899999994,4,2,0,88,50
2010-01-01 16:00:00,1,1,16,6,1949596.85,756480,785400,2706076.85,2734996.85,3491476.85,4,2,0,99,56
2010-01-01 17:00:00,1,1,17,6,2211613.26,948480,1293600,3160093.26,3505213.26,4453693.26,4,2,0,119,79
2010-01-01 18:00:00,1,1,18,6,2131457.699999999,1000320,1141800,3131777.699999999,3273257.699999999,4273577.699999999,4,3,0,121,60
2010-01-01 19:00:00,1,1,19,6,2045438.1799999983,979200,1016400,3024638.1799999983,3061838.1799999983,4041038.1799999983,4,3,0,122,67
2010-01-01 20:00:00,1,1,20,6,2042148.750000001,885120,818400,2927268.750000001,2860548.750000001,3745668.750000001,4,3,0,102,44
2010-01-01 21:00:00,1,1,21,6,2016718.69,873600,686400,2890318.69,2703118.69,3576718.69,4,3,0,94,41
2010-01-01 22:00:00,1,1,22,6,1736897.0399999998,718080,475200,2454977.04,2212097.04,2930177.04,4,0,0,83,34
2010-01-01 23:00:00,1,1,23,6,1311784.1199999994,587520,435600,1899304.1199999996,1747384.1199999994,2334904.119999999,4,0,0,64,23
2010-01-02 00:00:00,2,1,0,7,1142865.4900000002,432000,184800,1574865.4900000002,1327665.4900000002,1759665.4900000002,4,0,1,46,11
2010-01-02 01:00:00,2,1,1,7,1134221.6199999994,305280,132000,1439501.6199999994,1266221.6199999994,1571501.6199999994,4,0,1,37,12
2010-01-02 02:00:00,2,1,2,7,1084143.36,255360,112200,1339503.36,1196343.36,1451703.36,4,0,1,26,7
2010-01-02 03:00:00,2,1,3,7,1083684.62,159360,125400,1243044.62,1209084.62,1368444.62,4,0,1,21,9
2010-01-02 04:00:00,2,1,4,7,1083073.5900000008,134400,112200,1217473.5900000008,1195273.5900000008,1329673.5900000008,4,0,1,16,4
2010-01-02 05:00:00,2,1,5,7,1198663.3500000003,80640,46200,1279303.3500000003,1244863.3500000003,1325503.3500000003,4,0,1,12,5
2010-01-02 06:00:00,2,1,6,7,1358578.0000000014,99840,112200,1458418.0000000014,1470778.0000000014,1570618.0000000014,4,1,1,16,9
2010-01-02 07:00:00,2,1,7,7,1570987.459999999,211200,303600,1782187.459999999,1874587.459999999,2085787.459999999,4,1,1,27,22
2010-01-02 08:00:00,2,1,8,7,1741293.79,238080,244200,1979373.79,1985493.79,2223573.79,4,1,1,35,19
2010-01-02 09:00:00,2,1,9,7,1756763.6200000015,309120,396000,2065883.6200000015,2152763.620000002,2461883.620000002,4,1,1,48,34
2010-01-02 10:00:00,2,1,10,7,1776198.3700000003,380160,369600,2156358.37,2145798.37,2525958.37,4,1,1,51,33
2010-01-02 11:00:00,2,1,11,7,1845514.2900000007,503040,693000,2348554.290000001,2538514.290000001,3041554.290000001,4,1,1,71,49
2010-01-02 12:00:00,2,1,12,7,1817686.8199999996,673920,739200,2491606.82,2556886.82,3230806.82,4,2,1,90,60
2010-01-02 13:00:00,2,1,13,7,1785108.4700000004,748800,930600,2533908.4700000007,2715708.4700000007,3464508.4700000007,4,2,1,106,64
2010-01-02 14:00:00,2,1,14,7,1765685.0400000005,764160,712800,2529845.0400000005,2478485.0400000005,3242645.0400000005,4,2,1,107,53
2010-01-02 15:00:00,2,1,15,7,1812676.5900000003,816000,818400,2628676.5900000003,2631076.5900000003,3447076.5900000003,4,2,1,103,57
2010-01-02 16:00:00,2,1,16,7,1862942.09,829440,831600,2692382.09,2694542.09,3523982.09,4,2,1,107,55
2010-01-02 17:00:00,2,1,17,7,2036412.7700000005,854400,1036200,2890812.7700000005,3072612.7700000005,3927012.770000001,4,2,1,121,75
2010-01-02 18:00:00,2,1,18,7,2157933.900000001,727680,778800,2885613.900000001,2936733.900000001,3664413.900000001,4,3,1,94,54
2010-01-02 19:00:00,2,1,19,7,2177152.55,846720,950400,3023872.55,3127552.55,3974272.55,4,3,1,108,60
2010-01-02 20:00:00,2,1,20,7,2149863.71,766080,574200,2915943.71,2724063.71,3490143.71,4,3,1,91,36
2010-01-02 21:00:00,2,1,21,7,1959089.1800000004,673920,574200,2633009.1800000006,2533289.1800000006,3207209.1800000006,4,3,1,82,37
2010-01-02 22:00:00,2,1,22,7,1842103.610000001,576000,567600,2418103.6100000013,2409703.6100000013,2985703.6100000013,4,0,1,73,35
2010-01-02 23:00:00,2,1,23,7,1661165.650000001,510720,376200,2171885.6500000013,2037365.650000001,2548085.6500000013,4,0,1,64,25
2010-01-03 00:00:00,3,1,0,1,1532162.3400000003,395520,217800,1927682.3400000003,1749962.3400000003,2145482.3400000003,4,0,1,44,15
2010-01-03 01:00:00,3,1,1,1,1384697.18,353280,125400,1737977.18,1510097.18,1863377.18,4,0,1,37,11
2010-01-03 02:00:00,3,1,2,1,1327508.7600000014,201600,99000,1529108.7600000014,1426508.7600000014,1628108.7600000014,4,0,1,27,8
2010-01-03 03:00:00,3,1,3,1,1176225.2699999989,92160,66000,1268385.2699999989,1242225.2699999989,1334385.2699999989,4,0,1,12,3
2010-01-03 04:00:00,3,1,4,1,1208100.38,59520,13200,1267620.38,1221300.38,1280820.38,4,0,1,6,1
2010-01-03 05:00:00,3,1,5,1,1330116.8299999998,49920,26400,1380036.8299999998,1356516.8299999998,1406436.8299999998,4,0,1,9,4
2010-01-03 06:00:00,3,1,6,1,1418532.2100000004,122880,118800,1541412.2100000004,1537332.2100000004,1660212.2100000004,4,1,1,21,14
2010-01-03 07:00:00,3,1,7,1,1684264.9,105600,145200,1789864.9,1829464.9,1935064.9,4,1,1,17,9
2010-01-03 08:00:00,3,1,8,1,1882978.9999999995,117120,178200,2000098.9999999995,2061178.9999999995,2178298.9999999995,4,1,1,20,15
2010-01-03 09:00:00,3,1,9,1,1843620.360000001,337920,396000,2181540.3600000013,2239620.3600000013,2577540.3600000013,4,1,1,52,37
2010-01-03 10:00:00,3,1,10,1,1907905.23,303360,323400,2211265.2300000004,2231305.2300000004,2534665.2300000004,4,1,1,51,32
2010-01-03 11:00:00,3,1,11,1,1838136.9099999997,516480,580800,2354616.909999999,2418936.909999999,2935416.909999999,4,1,1,79,52
2010-01-03 12:00:00,3,1,12,1,1913916.2500000012,474240,501600,2388156.2500000014,2415516.2500000014,2889756.2500000014,4,2,1,86,50
2010-01-03 13:00:00,3,1,13,1,2075950.65,624000,983400,2699950.6500000004,3059350.6500000004,3683350.65,4,2,1,88,66
2010-01-03 14:00:00,3,1,14,1,2018169.4000000008,666240,712800,2684409.4000000004,2730969.4000000004,3397209.4000000004,4,2,1,108,61
2010-01-03 15:00:00,3,1,15,1,1856495.5100000005,624000,620400,2480495.5100000007,2476895.5100000007,3100895.5100000007,4,2,1,87,40
2010-01-03 16:00:00,3,1,16,1,1887887.839999999,577920,646800,2465807.839999999,2534687.839999999,3112607.839999999,4,2,1,91,59
2010-01-03 17:00:00,3,1,17,1,1932074.04,641280,429000,2573354.04,2361074.04,3002354.04,4,2,1,98,48
2010-01-03 18:00:00,3,1,18,1,1911848.4100000013,587520,620400,2499368.410000001,2532248.410000001,3119768.410000001,4,3,1,96,53
2010-01-03 19:00:00,3,1,19,1,2003789.6899999997,529920,448800,2533709.6899999995,2452589.6899999995,2982509.6899999995,4,3,1,75,36
2010-01-03 20:00:00,3,1,20,1,2040880.82,493440,541200,2534320.8200000003,2582080.8200000003,3075520.8200000003,4,3,1,76,48
2010-01-03 21:00:00,3,1,21,1,2038908.0099999995,384000,448800,2422908.01,2487708.01,2871708.01,4,3,1,58,32
2010-01-03 22:00:00,3,1,22,1,1594160.4200000006,314880,191400,1909040.4200000009,1785560.4200000006,2100440.420000001,4,0,1,43,16
2010-01-03 23:00:00,3,1,23,1,1252868.669999999,261120,257400,1513988.669999999,1510268.669999999,1771388.669999999,4,0,1,32,15
2010-01-04 00:00:00,4,1,0,2,1046960.4600000004,266880,204600,1313840.4600000004,1251560.4600000004,1518440.4600000004,4,0,0,31,17
2010-01-04 01:00:00,4,1,1,2,998453.6299999998,167040,52800,1165493.63,1051253.63,1218293.63,4,0,0,17,5
2010-01-04 02:00:00,4,1,2,2,981163.4199999996,115200,6600,1096363.4199999997,987763.4199999996,1102963.4199999997,4,0,0,13,1
2010-01-04 03:00:00,4,1,3,2,992479.3,61440,26400,1053919.3,1018879.3,1080319.3,4,0,0,11,4
2010-01-04 04:00:00,4,1,4,2,1007374.26,36480,0,1043854.26,1007374.26,1043854.26,4,0,0,5,0
2010-01-04 05:00:00,4,1,5,2,1105551.6599999997,42240,26400,1147791.6599999997,1131951.6599999997,1174191.6599999997,4,0,0,7,4
2010-01-04 06:00:00,4,1,6,2,1417242.2500000007,82560,118800,1499802.2500000007,1536042.2500000007,1618602.2500000007,4,1,0,18,13
2010-01-04 07:00:00,4,1,7,2,1501403.7699999984,82560,92400,1583963.7699999984,1593803.7699999984,1676363.7699999984,4,1,0,17,12
2010-01-04 08:00:00,4,1,8,2,1597570.0200000005,197760,264000,1795330.0200000005,1861570.0200000005,2059330.0200000005,4,1,0,40,29
2010-01-04 09:00:00,4,1,9,2,1766471.9599999993,263040,297000,2029511.9599999995,2063471.9599999995,2326511.959999999,4,1,0,47,34
2010-01-04 10:00:00,4,1,10,2,1774403.8500000015,286080,323400,2060483.8500000015,2097803.850000001,2383883.850000001,4,1,0,54,33
2010-01-04 11:00:00,4,1,11,2,1852425.75,349440,349800,2201865.75,2202225.75,2551665.75,4,1,0,64,41
2010-01-04 12:00:00,4,1,12,2,1682931.4200000002,462720,528000,2145651.42,2210931.42,2673651.42,4,2,0,95,64
2010-01-04 13:00:00,4,1,13,2,1611831.1899999992,359040,323400,1970871.1899999992,1935231.1899999992,2294271.1899999995,4,2,0,60,38
2010-01-04 14:00:00,4,1,14,2,1701936.789999999,393600,521400,2095536.7899999996,2223336.789999999,2616936.789999999,4,2,0,75,43
2010-01-04 15:00:00,4,1,15,2,1735352.8500000006,564480,679800,2299832.850000001,2415152.850000001,2979632.850000001,4,2,0,88,63
2010-01-04 16:00:00,4,1,16,2,2008715.5700000003,622080,719400,2630795.5700000003,2728115.5700000003,3350195.5700000003,4,2,0,112,64
2010-01-04 17:00:00,4,1,17,2,2270038.4500000007,710400,825000,2980438.4500000007,3095038.4500000007,3805438.4500000007,4,2,0,98,66
2010-01-04 18:00:00,4,1,18,2,2087038.76,645120,554400,2732158.76,2641438.76,3286558.76,4,3,0,103,50
2010-01-04 19:00:00,4,1,19,2,2018017.0999999996,606720,805200,2624737.1,2823217.1,3429937.1,4,3,0,89,53
2010-01-04 20:00:00,4,1,20,2,2143520.540000001,585600,587400,2729120.540000001,2730920.540000001,3316520.540000001,4,3,0,78,37
2010-01-04 21:00:00,4,1,21,2,1917048.7100000004,437760,382800,2354808.7100000004,2299848.7100000004,2737608.7100000004,4,3,0,61,28
2010-01-04 22:00:00,4,1,22,2,1589065.1199999994,391680,415800,1980745.1199999996,2004865.1199999996,2396545.119999999,4,0,0,55,33
2010-01-04 23:00:00,4,1,23,2,1267544.1300000006,374400,349800,1641944.1300000006,1617344.1300000006,1991744.1300000008,4,0,0,52,31
2010-01-05 00:00:00,5,1,0,3,1094952.8700000006,311040,217800,1405992.8700000006,1312752.8700000006,1623792.8700000006,4,0,0,34,11
2010-01-05 01:00:00,5,1,1,3,955942.0500000002,278400,191400,1234342.0500000005,1147342.0500000005,1425742.0500000005,4,0,0,33,16
2010-01-05 02:00:00,5,1,2,3,944617.1199999992,216960,138600,1161577.1199999992,1083217.1199999992,1300177.1199999992,4,0,0,28,9
2010-01-05 03:00:00,5,1,3,3,984577.8699999992,168960,112200,1153537.8699999992,1096777.8699999992,1265737.8699999992,4,0,0,18,5
2010-01-05 04:00:00,5,1,4,3,1031166.6999999996,111360,0,1142526.6999999995,1031166.6999999996,1142526.6999999995,4,0,0,12,0
2010-01-05 05:00:00,5,1,5,3,1165180.3899999997,63360,0,1228540.3899999997,1165180.3899999997,1228540.3899999997,4,0,0,9,0
2010-01-05 06:00:00,5,1,6,3,1365933.4,59520,46200,1425453.4,1412133.4,1471653.4,4,1,0,10,6
2010-01-05 07:00:00,5,1,7,3,1520371.9499999993,76800,66000,1597171.9499999993,1586371.9499999993,1663171.9499999993,4,1,0,15,9
2010-01-05 08:00:00,5,1,8,3,1649931.9400000004,119040,191400,1768971.9400000004,1841331.9400000004,1960371.9400000004,4,1,0,24,18
2010-01-05 09:00:00,5,1,9,3,1775964.04,263040,382800,2039004.04,2158764.04,2421804.04,4,1,0,55,42
2010-01-05 10:00:00,5,1,10,3,1751105.4399999997,288000,316800,2039105.4399999997,2067905.4399999997,2355905.4399999995,4,1,0,61,33
2010-01-05 11:00:00,5,1,11,3,1782947.41,627840,805200,2410787.41,2588147.41,3215987.41,4,1,0,104,72
2010-01-05 12:00:00,5,1,12,3,1659727.4799999995,478080,422400,2137807.4799999995,2082127.48,2560207.4799999995,4,2,0,84,40
2010-01-05 13:00:00,5,1,13,3,1646679.1399999985,489600,620400,2136279.1399999987,2267079.1399999987,2756679.1399999987,4,2,0,83,55
2010-01-05 14:00:00,5,1,14,3,1670865.7400000012,451200,475200,2122065.740000001,2146065.740000001,2597265.740000001,4,2,0,79,43
2010-01-05 15:00:00,5,1,15,3,1730020.0200000005,562560,706200,2292580.0200000005,2436220.0200000005,2998780.0200000005,4,2,0,94,55
2010-01-05 16:00:00,5,1,16,3,1913250.85,710400,778800,2623650.85,2692050.85,3402450.85,4,2,0,98,63
2010-01-05 17:00:00,5,1,17,3,2233333.6600000006,743040,858000,2976373.6600000006,3091333.6600000006,3834373.6600000006,4,2,0,107,66
2010-01-05 18:00:00,5,1,18,3,2101113.05,729600,831600,2830713.05,2932713.05,3662313.0499999993,4,3,0,104,61
2010-01-05 19:00:00,5,1,19,3,2263934.66,708480,818400,2972414.66,3082334.66,3790814.66,4,3,0,99,57
2010-01-05 20:00:00,5,1,20,3,2113593.100000001,648960,534600,2762553.100000001,2648193.100000001,3297153.100000001,4,3,0,82,37
2010-01-05 21:00:00,5,1,21,3,1924364.67,604800,495000,2529164.67,2419364.67,3024164.67,4,3,0,74,33
2010-01-05 22:00:00,5,1,22,3,1652412.8599999994,481920,448800,2134332.8599999994,2101212.8599999994,2583132.8599999994,4,0,0,67,29
2010-01-05 23:00:00,5,1,23,3,1269065.87,391680,376200,1660745.87,1645265.87,2036945.87,4,0,0,47,22
2010-01-06 00:00:00,6,1,0,4,1088792.6099999994,307200,297000,1395992.6099999994,1385792.6099999994,1692992.6099999994,4,0,0,36,13
2010-01-06 01:00:00,6,1,1,4,1096152.71,266880,165000,1363032.71,1261152.71,1528032.71,4,0,0,30,11
2010-01-06 02:00:00,6,1,2,4,1030374.4000000004,251520,85800,1281894.4000000004,1116174.4000000004,1367694.4000000004,4,0,0,26,8
2010-01-06 03:00:00,6,1,3,4,1010451.5700000004,205440,92400,1215891.5700000003,1102851.5700000003,1308291.5700000003,4,0,0,22,7
2010-01-06 04:00:00,6,1,4,4,1055339.3099999998,140160,6600,1195499.3099999998,1061939.3099999998,1202099.3099999998,4,0,0,15,1
2010-01-06 05:00:00,6,1,5,4,1167994.2099999995,109440,26400,1277434.2099999995,1194394.2099999995,1303834.2099999995,4,0,0,13,4
2010-01-06 06:00:00,6,1,6,4,1626596.7900000007,109440,99000,1736036.7900000007,1725596.7900000007,1835036.7900000007,4,1,0,21,13
2010-01-06 07:00:00,6,1,7,4,1686817.5200000005,120960,138600,1807777.5200000005,1825417.5200000005,1946377.5200000005,4,1,0,26,15
2010-01-06 08:00:00,6,1,8,4,1617315.8499999996,216960,303600,1834275.85,1920915.85,2137875.85,4,1,0,33,25
2010-01-06 09:00:00,6,1,9,4,1766017.860000001,391680,475200,2157697.8600000013,2241217.8600000013,2632897.8600000013,4,1,0,60,36
2010-01-06 10:00:00,6,1,10,4,1833352.1800000009,370560,442200,2203912.1800000006,2275552.1800000006,2646112.1800000006,4,1,0,67,48
2010-01-06 11:00:00,6,1,11,4,1853881.539999999,562560,686400,2416441.539999999,2540281.539999999,3102841.539999999,4,1,0,93,62
2010-01-06 12:00:00,6,1,12,4,1751663.7999999998,562560,653400,2314223.8,2405063.8,2967623.8,4,2,0,96,60
2010-01-06 13:00:00,6,1,13,4,1900796.1600000008,560640,561000,2461436.160000001,2461796.160000001,3022436.160000001,4,2,0,85,44
2010-01-06 14:00:00,6,1,14,4,1771274.27,543360,574200,2314634.27,2345474.27,2888834.27,4,2,0,74,46
2010-01-06 15:00:00,6,1,15,4,1810968.5900000003,593280,726000,2404248.590000001,2536968.590000001,3130248.590000001,4,2,0,93,57
2010-01-06 16:00:00,6,1,16,4,2002750.27,783360,1148400,2786110.27,3151150.27,3934510.27,4,2,0,110,74
2010-01-06 17:00:00,6,1,17,4,2244429.600000001,881280,772200,3125709.600000001,3016629.600000001,3897909.600000001,4,2,0,109,61
2010-01-06 18:00:00,6,1,18,4,2305852.979999999,754560,792000,3060412.979999999,3097852.979999999,3852412.979999999,4,3,0,100,51
2010-01-06 19:00:00,6,1,19,4,2236510.9100000006,683520,726000,2920030.9100000006,2962510.9100000006,3646030.9100000006,4,3,0,89,46
2010-01-06 20:00:00,6,1,20,4,2033719.2099999983,677760,759000,2711479.2099999986,2792719.2099999986,3470479.2099999986,4,3,0,94,54
2010-01-06 21:00:00,6,1,21,4,1944336.7,727680,732600,2672016.7,2676936.7,3404616.7,4,3,0,96,44
2010-01-06 22:00:00,6,1,22,4,1634183.68,658560,627000,2292743.68,2261183.68,2919743.68,4,0,0,78,39
2010-01-06 23:00:00,6,1,23,4,1300525.2000000002,599040,422400,1899565.2,1722925.2000000002,2321965.2,4,0,0,69,23
2010-01-07 00:00:00,7,1,0,5,1216510.6700000002,389760,244200,1606270.6700000002,1460710.6700000002,1850470.67,4,0,0,48,13
2010-01-07 01:00:00,7,1,1,5,1179914.779999999,353280,145200,1533194.779999999,1325114.779999999,1678394.779999999,4,0,0,36,9
2010-01-07 02:00:00,7,1,2,5,1149697.4299999997,213120,52800,1362817.4299999997,1202497.4299999997,1415617.4299999997,4,0,0,24,3
2010-01-07 03:00:00,7,1,3,5,1123965.1099999996,170880,26400,1294845.1099999996,1150365.1099999996,1321245.1099999996,4,0,0,22,4
2010-01-07 04:00:00,7,1,4,5,1179998.45,138240,46200,1318238.45,1226198.45,1364438.45,4,0,0,16,2
2010-01-07 05:00:00,7,1,5,5,1321569.87,80640,72600,1402209.87,1394169.87,1474809.87,4,0,0,11,5
2010-01-07 06:00:00,7,1,6,5,1489863.4499999995,96000,79200,1585863.4499999995,1569063.4499999995,1665063.4499999995,4,1,0,16,8
2010-01-07 07:00:00,7,1,7,5,1620548.9099999997,119040,125400,1739588.9099999997,1745948.9099999997,1864988.91,4,1,0,23,14
2010-01-07 08:00:00,7,1,8,5,1752574.8200000003,220800,270600,1973374.8200000003,2023174.8200000003,2243974.8200000003,4,1,0,34,25
2010-01-07 09:00:00,7,1,9,5,1878465.089999999,251520,303600,2129985.089999999,2182065.089999999,2433585.089999999,4,1,0,45,29
2010-01-07 10:00:00,7,1,10,5,1664912.2399999995,336000,343200,2000912.2399999995,2008112.2399999995,2344112.2399999998,4,1,0,56,33
2010-01-07 11:00:00,7,1,11,5,1601872.4599999995,428160,594000,2030032.46,2195872.46,2624032.46,4,1,0,71,52
2010-01-07 12:00:00,7,1,12,5,1684054.9199999997,641280,726000,2325334.92,2410054.92,3051334.92,4,2,0,103,71
2010-01-07 13:00:00,7,1,13,5,1821112.4899999995,585600,739200,2406712.4899999998,2560312.4899999998,3145912.4899999998,4,2,0,99,63
2010-01-07 14:00:00,7,1,14,5,1783426.25,650880,712800,2434306.25,2496226.25,3147106.25,4,2,0,95,49
2010-01-07 15:00:00,7,1,15,5,1824732.36,670080,666600,2494812.3599999994,2491332.3599999994,3161412.3599999994,4,2,0,92,54
2010-01-07 16:00:00,7,1,16,5,2148126.4199999995,604800,640200,2752926.4199999995,2788326.4199999995,3393126.4199999995,4,2,0,89,46
2010-01-07 17:00:00,7,1,17,5,2059151.779999999,693120,844800,2752271.78,2903951.78,3597071.78,4,2,0,91,55
2010-01-07 18:00:00,7,1,18,5,2091793.16,712320,726000,2804113.16,2817793.16,3530113.16,4,3,0,95,53
2010-01-07 19:00:00,7,1,19,5,2277167.57,735360,851400,3012527.57,3128567.57,3863927.57,4,3,0,100,59
2010-01-07 20:00:00,7,1,20,5,2155583.81,702720,699600,2858303.81,2855183.81,3557903.81,4,3,0,93,49
2010-01-07 21:00:00,7,1,21,5,1949141.9899999995,668160,534600,2617301.9899999998,2483741.9899999998,3151901.9899999998,4,3,0,82,30
2010-01-07 22:00:00,7,1,22,5,1557916.4399999997,564480,528000,2122396.4399999995,2085916.44,2650396.4399999995,4,0,0,63,34
2010-01-07 23:00:00,7,1,23,5,1276156.52,468480,257400,1744636.52,1533556.52,2002036.52,4,0,0,53,14
2010-01-08 00:00:00,8,1,0,6,1194448.4199999997,355200,165000,1549648.4199999997,1359448.4199999997,1714648.4199999997,4,0,0,38,11
2010-01-08 01:00:00,8,1,1,6,1165659.85,240000,52800,1405659.85,1218459.85,1458459.85,4,0,0,25,4
2010-01-08 02:00:00,8,1,2,6,1186303.2200000002,186240,72600,1372543.2200000002,1258903.2200000002,1445143.2200000002,4,0,0,22,7
2010-01-08 03:00:00,8,1,3,6,1172924.450000001,99840,92400,1272764.450000001,1265324.450000001,1365164.450000001,4,0,0,11,3
2010-01-08 04:00:00,8,1,4,6,1166065.93,78720,46200,1244785.93,1212265.93,1290985.93,4,0,0,7,2
2010-01-08 05:00:00,8,1,5,6,1245356.64,63360,6600,1308716.64,1251956.64,1315316.64,4,0,0,7,1
2010-01-08 06:00:00,8,1,6,6,1425029.98,84480,46200,1509509.98,1471229.98,1555709.98,4,1,0,9,3
2010-01-08 07:00:00,8,1,7,6,1593355.4000000004,132480,138600,1725835.4000000004,1731955.4000000004,1864435.4000000004,4,1,0,18,13
2010-01-08 08:00:00,8,1,8,6,1798829.2700000005,278400,363000,2077229.2700000005,2161829.2700000005,2440229.2700000005,4,1,0,46,32
2010-01-08 09:00:00,8,1,9,6,1761786.7399999998,347520,448800,2109306.74,2210586.74,2558106.74,4,1,0,58,39
2010-01-08 10:00:00,8,1,10,6,1740997.2300000014,362880,442200,2103877.2300000014,2183197.2300000014,2546077.2300000014,4,1,0,71,38
2010-01-08 11:00:00,8,1,11,6,1942016.4199999997,458880,455400,2400896.4199999995,2397416.4199999995,2856296.4199999995,4,1,0,67,37
2010-01-08 12:00:00,8,1,12,6,1875936.790000001,458880,587400,2334816.790000001,2463336.790000001,2922216.790000001,4,2,0,66,44
2010-01-08 13:00:00,8,1,13,6,1687066.469999999,637440,963600,2324506.469999999,2650666.469999999,3288106.469999999,4,2,0,89,62
2010-01-08 14:00:00,8,1,14,6,1702260.1099999994,647040,719400,2349300.1099999994,2421660.1099999994,3068700.1099999994,4,2,0,89,46
2010-01-08 15:00:00,8,1,15,6,1855976.480000001,804480,1016400,2660456.480000001,2872376.480000001,3676856.480000001,4,2,0,110,71
2010-01-08 16:00:00,8,1,16,6,1979654.7899999984,856320,785400,2835974.789999998,2765054.789999998,3621374.789999999,4,2,0,105,54
2010-01-08 17:00:00,8,1,17,6,2234708.0500000003,808320,851400,3043028.0500000003,3086108.0500000003,3894428.05,4,2,0,110,62
2010-01-08 18:00:00,8,1,18,6,2187063.69,704640,514800,2891703.69,2701863.69,3406503.69,4,3,0,93,37
2010-01-08 19:00:00,8,1,19,6,2157977.939999998,689280,726000,2847257.939999998,2883977.939999998,3573257.939999998,4,3,0,100,58
2010-01-08 20:00:00,8,1,20,6,2166492.170000002,743040,765600,2909532.170000002,2932092.170000002,3675132.170000002,4,3,0,89,44
2010-01-08 21:00:00,8,1,21,6,2003443.59,652800,785400,2656243.59,2788843.59,3441643.59,4,3,0,81,43
2010-01-08 22:00:00,8,1,22,6,1565422.6799999997,543360,600600,2108782.68,2166022.68,2709382.68,4,0,0,58,28
2010-01-08 23:00:00,8,1,23,6,1281131.5500000007,430080,257400,1711211.5500000007,1538531.5500000007,1968611.5500000007,4,0,0,46,15
2010-01-09 00:00:00,9,1,0,7,1145897.0199999998,395520,217800,1541417.0199999998,1363697.0199999998,1759217.0199999998,4,0,1,44,12
2010-01-09 01:00:00,9,1,1,7,1087328.8600000003,318720,171600,1406048.8600000003,1258928.8600000003,1577648.8600000003,4,0,1,31,9
2010-01-09 02:00:00,9,1,2,7,1076740.7599999998,307200,118800,1383940.7599999998,1195540.7599999998,1502740.7599999998,4,0,1,33,10
2010-01-09 03:00:00,9,1,3,7,1049570.3000000005,241920,85800,1291490.3000000005,1135370.3000000005,1377290.3000000005,4,0,1,26,3
2010-01-09 04:00:00,9,1,4,7,1100025.6799999992,192000,33000,1292025.6799999992,1133025.6799999992,1325025.6799999992,4,0,1,19,2
2010-01-09 05:00:00,9,1,5,7,1217523.4900000002,157440,52800,1374963.4900000002,1270323.4900000002,1427763.4900000002,4,0,1,18,7
2010-01-09 06:00:00,9,1,6,7,1475187.5299999998,155520,112200,1630707.5299999998,1587387.5299999998,1742907.5299999998,4,1,1,21,11
2010-01-09 07:00:00,9,1,7,7,1655398.6900000025,257280,323400,1912678.6900000025,1978798.6900000025,2236078.6900000023,4,1,1,38,30
2010-01-09 08:00:00,9,1,8,7,1893057.1699999988,297600,389400,2190657.169999999,2282457.169999999,2580057.169999999,4,1,1,44,29
